name,has_scope1,version_stable1,has_description1,has_keywords1,last_release1,#maintainers1,#links1,#dependencies1,#releases_month1,#releases_3month1,#releases_6month1,#releases_year1,#releases_2year1,has_selective_files1,#downloads_day1,#downloads_week1,#downloads_month1,#downloads_3month1,#downloads_6month1,#downloads_year1,#dependents1,npm_stars1,has_github1,has_home1,gh_stars1,forks1,subscribers1,issues1,open_issues1,issues_disabled1,contributors1,commits_week1,commits_month1,commits_3month1,commits_6month1,commits_year1,#statuses1,is_open_sourse1,has_readme1,has_test1,has_changelog1,#badges1,#linters1,#coverage1,#outdated_deps1,description
os-timesync,0,1,1,1,1,1,4,0,0,2,3,3,12,0,21,203,700,2174,4164,7717,2,1,1,0,2,5,1,10,2,0,1,0,0,2,4,4,2,1,1,1,0,1,0,0.0,0,Get the system locale
os-utils,0,0,1,1,0,1,4,0,0,0,0,1,1,0,4291,7480,19331,47620,87780,142834,22,6,1,0,95,14,5,11,6,0,6,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0,Check whether NTP time sync is enabled in OS settings.
osc,0,1,1,1,1,1,4,5,0,4,6,6,7,0,0,430,1254,3769,12794,17106,31,10,1,0,359,73,31,126,32,0,15,0,0,9,15,22,0,1,1,1,0,0,1,0.0,3,an operating-system utility library
osenv,0,0,1,1,1,4,4,2,2,2,2,2,3,1,197085,3748844,15576586,38526829,70040364,121709598,367,6,1,0,104,12,22,18,6,0,5,0,1,6,6,6,1,1,1,1,0,0,0,0.78,0,A JavaScript Open Sound Control (OSC) library that works in Node.js and the browser.
osx-release,0,1,1,1,0,1,4,0,0,0,0,0,2,1,40198,208621,858422,2250976,4622517,9342852,3,1,1,0,12,2,7,2,0,0,2,0,0,0,0,3,1,1,1,1,0,1,1,0.0,0,Look up environment settings specific to different operating systems
otp,0,0,1,1,1,1,4,1,0,0,0,0,2,0,84,1001,2957,5533,10550,11975,6,0,1,0,4,4,1,3,1,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0.0,1,Get the name and version of a macOS release from the Darwin version
oust,0,0,1,1,1,1,4,2,0,0,0,2,3,1,1606,8339,37113,84993,168365,278236,3,2,1,0,120,13,4,19,1,0,9,0,0,0,0,2,1,1,1,1,0,1,1,0.0,1,OTP utility for Google Authenticator
outdent,0,0,1,1,1,1,4,0,0,0,3,3,6,1,1300,6081,16290,30017,42687,61813,19,2,1,0,34,2,1,8,1,0,2,4,4,4,26,26,3,1,1,1,0,1,2,0.0,0,"Extract URLs to stylesheets, scripts, links, images or HTML imports from HTML"
output-file-sync,0,1,1,1,1,1,4,3,2,2,2,2,4,1,146821,870887,3630689,9868615,18911069,35023174,38,3,1,0,6,0,1,2,0,0,1,0,0,4,4,4,3,1,1,1,0,3,2,1.0,0,Remove leading indentation from ES6 template literals.
owasp-password-strength-test,0,1,1,1,0,1,4,0,0,1,1,1,1,0,1166,6485,28105,66775,138916,257429,14,9,1,0,119,25,9,16,10,0,4,0,0,0,0,0,1,1,1,1,0,1,1,0.0,0,Synchronously write a file and create its ancestor directories if needed
p-cancelable,0,0,1,1,1,1,4,0,0,0,0,2,4,1,111822,614545,2317205,6278338,10966990,11980132,17,2,1,0,152,11,8,6,1,0,4,6,6,6,8,17,1,1,1,1,0,1,1,0.0,0,A password-strength tester based upon the OWASP guidelines for enforcing strong passwords.
p-finally,0,1,1,1,0,1,4,0,0,0,0,1,3,1,527290,2954895,11672113,29955954,53663427,68310568,36,2,1,0,31,1,6,1,0,0,2,0,0,0,0,2,1,1,1,1,0,1,1,0.0,0,Create a promise that can be canceled
p-map,0,1,1,1,1,1,4,0,0,0,0,1,5,1,344636,1839216,7476468,18602499,33026960,42149898,105,5,1,0,190,9,6,8,0,0,2,0,0,0,0,3,1,1,1,1,0,1,1,0.0,0,`Promise#finally()` ponyfill - Invoked when the promise is settled regardless of outcome
p-pipe,0,1,1,1,1,1,4,0,0,0,0,3,5,1,9922,258681,976972,2452082,4542829,6585536,7,0,1,0,50,7,6,3,1,0,2,0,0,0,0,5,1,1,1,1,0,1,1,0.0,0,Map over promises concurrently
p-props,0,1,1,1,1,1,4,0,0,0,2,2,4,1,348,1788,6480,15263,27074,35961,13,0,1,0,47,3,6,5,3,0,3,0,0,0,4,4,1,1,1,1,0,1,1,0.0,0,Compose promise-returning & async functions into a reusable pipeline
p-tap,0,1,1,1,0,1,4,0,0,1,1,1,3,1,1093,5884,23372,50078,55873,62950,12,1,1,0,33,5,5,4,2,0,2,0,0,0,0,0,1,1,1,1,0,1,1,0.0,0,Like `Promise.all()` but for `Map` and `Object`
p-timeout,0,1,1,1,1,1,4,1,1,1,4,7,9,1,45203,595706,1948549,4044808,6224443,7465615,32,3,1,0,51,5,5,9,1,0,4,0,0,0,7,15,1,1,1,1,0,1,1,0.0,0,Tap into a promise chain without affecting its value or state
package-hash,0,1,1,0,1,1,4,4,0,0,0,0,6,1,9627,129554,543248,1458222,2727587,4303554,10,1,1,0,13,3,1,34,2,0,3,0,0,0,0,9,3,1,1,1,0,0,0,1.0,0,Timeout a promise after a specified amount of time
package-json,0,1,1,1,1,2,4,4,0,1,1,3,8,1,97691,1782138,6980050,19634989,37189832,64250747,122,8,1,0,66,24,10,41,2,0,11,0,0,0,0,4,1,1,1,1,0,1,1,0.0,1,"Generates a hash for an installed npm package, useful for salting caches"
package-json-versionify,0,1,1,0,0,1,4,1,0,0,1,1,3,0,9013,47256,197316,448229,870530,1228016,17,1,1,0,10,3,2,7,1,0,3,0,0,0,0,0,1,1,1,1,0,1,0,0.0,0,Get metadata of a package from the npm registry
packet-reader,0,0,1,0,1,1,4,0,0,0,0,2,4,0,18746,305713,1298810,3418303,6362397,11222271,10,0,1,0,3,6,2,4,0,0,3,0,0,0,0,5,1,1,1,1,0,0,0,0.0,0,Browserify transform to strip package.json of everything but the version
pad,0,1,1,1,1,1,4,1,0,0,7,7,11,0,8290,52133,242574,602962,1294407,2205897,209,4,1,1,27,9,2,10,2,0,5,0,0,0,18,18,1,1,1,1,1,1,0,0.0,0,Read binary packets...
page,0,1,1,0,1,4,4,1,2,8,8,8,9,1,1550,8176,36179,99387,203536,441231,99,32,1,1,5613,596,138,473,88,0,74,0,3,40,41,45,2,1,1,1,1,2,1,0.91,1,Left and right string padding
pagexray,0,1,1,1,1,3,4,1,0,6,8,11,24,1,42,1792,9092,23118,62711,111496,9,0,1,0,33,8,5,59,13,0,5,0,0,18,32,85,1,1,1,1,1,1,2,0.0,0,Tiny client-side router
pako,0,1,1,1,1,1,4,0,0,0,1,2,7,1,601293,3374660,13541866,35705808,66464330,110143757,193,24,1,1,1532,219,66,129,3,0,15,0,0,0,0,19,1,1,1,1,1,2,1,0.0,0,Xray your HAR file and know all about the page
palx,0,1,1,1,1,1,1,2,2,2,2,2,7,0,499,2495,10254,26682,42745,54247,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1,"zlib port to javascript - fast, modularized, with browser support"
papaparse,0,1,1,1,1,2,4,0,1,2,2,10,12,0,9781,58011,233696,565999,1047038,1655276,91,22,1,1,5151,608,132,460,44,0,49,0,3,7,9,32,1,1,1,1,0,0,0,0.0,0,Automatic UI Color Palette Generator
parallelshell,0,1,1,1,1,3,4,0,1,1,2,4,4,0,2099,10400,46131,110267,229203,501037,10,42,1,0,444,39,10,63,16,0,11,0,0,0,2,7,0,1,1,1,1,0,0,0.0,0,Fast and powerful CSV parser for the browser that supports web workers and streaming large files. Converts CSV to JSON and JSON to CSV.
parchment,0,1,1,0,1,1,4,0,0,0,3,5,29,1,5140,82723,319297,906932,1616594,2375299,8,1,1,0,138,36,16,49,5,0,10,1,2,3,20,34,1,1,1,1,0,2,0,0.99,0,"Invoke multiple commands, running in parallel"
parents,0,1,1,1,0,1,4,1,0,0,0,0,0,0,37024,592549,2426809,5763186,11099006,21255396,68,1,1,0,23,5,2,7,3,0,3,0,0,0,0,0,1,1,1,1,0,1,0,0.0,0,A document model for rich text editors
parley,0,1,1,1,1,2,4,3,0,0,14,20,30,0,205,1767,15813,31059,54688,70002,4,1,1,1,8,2,1,3,0,1,2,0,0,0,80,158,2,1,1,1,0,2,2,0.0,1,return all the parent directories for a directory
parse,0,1,1,1,1,7,4,3,0,0,3,4,16,1,3730,23378,100256,322323,624066,1130884,125,28,1,1,760,407,71,553,133,0,39,2,2,7,21,45,3,1,1,1,0,2,0,0.84,1,"Practical, lightweight flow control for Node.js. Supports `await`, callbacks and promises."
parse-author,0,1,1,1,1,2,4,1,0,0,0,2,4,1,5718,32374,126954,313496,560727,777108,82,2,1,1,14,2,5,4,0,0,3,0,0,0,0,0,1,1,1,1,0,4,2,0.0,0,Parse JavaScript SDK
parse-authors,0,0,1,1,0,1,4,1,0,0,0,0,3,1,406,1537,5934,8092,12523,20168,6,0,1,1,7,1,4,1,0,0,2,0,0,0,0,0,0,1,1,1,0,2,2,0.0,1,"Parse an author, contributor, maintainer or other 'person' string into an object with name, email and url properties following npm conventions."
parse-cache-control,0,1,1,0,0,1,4,0,0,0,0,0,0,0,1067,18681,83446,252962,347485,368278,15,0,1,0,5,3,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,"Parse a string into an array of objects with `name`, `email` and `url` properties following npm conventions. Useful for the `authors` property in package.json or for parsing an AUTHORS file into an array of authors objects."
parse-diff,0,0,1,1,1,1,4,0,0,1,1,1,2,0,935,31825,114989,228065,339448,419160,20,0,1,0,26,16,4,21,5,0,7,0,1,9,9,9,1,1,1,1,0,4,0,0.0,0,Parse Cache-Control headers.
parse-filepath,0,1,1,1,1,3,4,3,0,2,2,2,4,1,62520,1070625,4417181,11758880,22278267,41158021,103,4,1,1,19,5,3,8,0,0,4,0,0,6,6,6,1,1,1,1,0,3,2,0.0,0,Unified diff parser
parse-json,0,1,1,1,1,1,4,2,0,0,1,3,3,1,0,5283844,25447996,68394115,127589083,206315141,101,11,1,0,132,21,10,17,0,0,5,0,0,0,0,7,1,1,1,1,0,1,1,0.0,0,"Pollyfill for node.js `path.parse`, parses a filepath into an object."
parse-link-header,0,1,1,1,1,1,4,1,0,1,1,3,3,0,2836,60679,216273,461875,690675,882760,97,9,1,0,167,9,4,19,1,0,4,0,0,0,0,4,1,1,1,1,0,1,0,0.0,0,Parse JSON with more helpful errors
parse-mongo-url,0,1,1,0,0,1,4,0,0,0,0,0,0,0,2098,22318,145097,261151,459913,692878,10,0,1,0,4,7,1,5,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,Parses a link header and returns paging information for each contained link.
parse-script-tags,0,0,1,0,1,1,4,2,2,2,6,9,9,0,5,173,1139,3036,5930,6688,0,0,1,0,0,1,1,9,2,0,2,0,0,1,8,17,0,1,0,1,0,0,1,0.0,0,parse mongodb connection strings.
parse-torrent,0,1,1,1,1,8,4,5,0,1,1,2,5,0,526,4931,26272,71970,147593,301746,62,9,1,1,175,36,13,57,1,0,7,0,3,4,6,9,0,1,1,1,0,3,0,0.0,1,Parses the contents of each inline <script> tag to produce a single AST
parse5,0,1,1,1,1,1,4,0,0,3,4,4,11,1,475973,2457993,9958048,23045216,41161709,63150298,385,31,1,1,1665,106,57,241,20,0,15,0,0,6,7,11,2,1,1,1,0,4,2,0.0,0,"Parse a torrent identifier (magnet uri, .torrent file, info hash)"
parseuri,0,1,1,1,0,1,1,0,0,0,0,0,0,0,47,286,1172,3870,8606,18391,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,HTML parser and serializer.
parsejson,0,0,1,0,0,1,4,1,0,0,0,0,2,0,0,775857,4058611,11754805,25239561,55383853,21,0,1,0,1,3,2,4,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,Method that parses a JSON string and returns a JSON object
parseqs,0,0,1,0,0,1,4,1,0,0,0,0,3,0,261927,1473798,5991709,16211450,32511913,60474875,22,0,1,0,2,3,1,3,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,"Provides methods for parsing a query string into an object, and vice versa."
parseurl,0,1,1,0,1,1,4,0,1,1,2,2,2,1,314867,4463522,18126985,51080536,99934224,169215339,427,22,1,0,88,12,12,8,0,0,4,0,0,0,7,19,2,1,1,1,1,4,1,1.0,0,Method that parses a URI and returns an array of its components
pascal-case,0,1,1,1,1,1,4,2,0,0,0,2,3,1,72670,388812,1599577,4123206,8459306,16277124,129,3,1,0,14,4,1,6,2,0,2,0,0,0,0,3,2,1,1,1,0,4,0,1.0,0,parse a url with memoization
passport,0,0,1,1,1,1,4,2,1,1,1,2,2,0,0,346383,1453102,4319585,8302561,15285010,1737,521,1,1,13791,840,349,686,298,0,30,0,0,0,8,18,2,1,1,1,0,3,1,0.99,1,Transform into a string of capitalized words without separators
passport-dropbox-oauth2,0,1,1,1,0,1,4,2,0,0,1,1,2,0,116,681,3050,8773,19480,34612,7,1,1,0,30,7,2,12,3,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0.0,1,"Simple, unobtrusive authentication for Node.js."
passport-facebook,0,1,1,1,0,1,4,1,0,0,0,0,1,0,7890,46415,185024,514818,1039245,2029676,263,45,1,0,953,375,47,233,93,0,22,0,0,0,1,2,2,1,1,1,0,3,1,1.0,0,Dropbox OAuth 2.0 authentication strategy for Passport.
passport-github,0,1,1,1,0,1,4,1,0,1,1,1,1,0,2169,12816,54621,153386,334099,672028,155,12,1,0,348,234,17,70,13,0,11,0,0,0,0,1,1,1,1,1,0,3,1,1.0,0,Facebook authentication strategy for Passport.
passport-gitlab2,0,1,1,1,1,1,4,1,0,0,0,2,4,0,65,365,1749,5610,14456,34825,1,2,1,0,16,2,1,6,3,0,21,0,0,0,0,3,2,1,1,1,1,3,2,1.0,0,GitHub authentication strategy for Passport.
passport-google-oauth,0,1,1,1,0,1,4,2,0,0,0,0,0,0,5638,31349,128608,372548,730151,1418158,205,26,1,0,562,288,20,130,40,0,19,0,0,0,0,1,1,1,1,1,0,3,1,1.0,0,GitLab authentication strategy for Passport.
passport-google-oauth2,0,0,1,1,0,1,4,1,0,1,1,1,1,0,633,4341,16089,46522,87055,169325,22,5,1,0,50,67,1,12,8,0,10,0,0,0,0,1,0,1,1,1,0,0,0,0.0,0,Google (OAuth) authentication strategies for Passport.
passport-google-oauth20,0,1,1,1,0,1,4,1,0,0,0,1,1,0,2800,37842,144754,399509,786410,1409374,39,6,1,0,172,51,8,41,21,0,2,0,0,0,0,1,2,1,1,1,0,3,1,1.0,0,Passport strategy for Google OAuth 2.0
passport-gumroad,0,1,1,1,0,1,4,1,0,0,0,0,0,0,1,4,15,28,54,94,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0.0,0,Google (OAuth 2.0) authentication strategy for Passport.
passport-http-bearer,0,1,1,1,0,1,4,1,0,1,1,1,1,0,7943,51002,219475,606430,1226964,2355332,182,21,1,0,683,120,14,56,23,0,1,0,0,0,0,1,2,1,0,1,0,0,1,0.98,0,Gumroad authentication strategy for Passport.
passport-json,0,1,1,1,0,1,4,1,0,0,1,1,1,0,53,494,1832,5776,12806,22822,0,2,1,0,8,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,4,1,1.0,0,HTTP Bearer authentication strategy for Passport.
passport-jwt,0,1,1,1,1,1,4,2,0,0,1,2,6,0,8148,44159,173969,446199,832214,1410412,131,51,1,0,971,137,16,151,22,0,21,3,3,5,9,31,1,1,1,1,0,1,0,0.0,0,A Passport.js strategy for username/password authentication via JSON from the request body
passport-ldapauth,0,1,1,1,1,1,4,4,0,1,1,2,4,0,1575,7173,27300,67520,135873,249576,24,8,1,0,198,67,13,71,5,0,7,0,0,0,0,19,1,1,1,1,1,2,1,0.0,2,Passport authentication strategy using JSON Web Tokens
passport-linkedin,0,1,1,1,0,1,4,1,0,1,1,1,1,0,1269,6647,27800,80862,172587,341581,32,3,1,0,114,70,8,26,13,0,5,0,0,0,0,1,1,1,1,1,0,1,0,0.0,0,LDAP authentication strategy for Passport
passport-linkedin-oauth2,0,1,1,1,1,2,4,2,0,0,1,1,3,0,895,4987,19660,52171,104438,195854,22,7,1,0,68,56,8,57,21,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,LinkedIn authentication strategy for Passport.
passport-local,0,1,1,1,0,1,4,1,0,0,0,0,0,0,9011,135385,538808,1557921,3142671,6002449,831,108,1,0,1681,445,54,167,48,0,14,0,0,0,0,1,2,1,1,1,0,3,1,0.98,0,Passport for LinkedIn OAuth2 API v2
passport-local-authenticate,0,1,1,1,0,1,4,3,0,0,0,0,1,0,0,217,780,1617,3239,5999,2,3,1,0,4,4,1,2,1,0,1,0,0,0,0,0,2,1,1,1,0,2,0,0.9,1,Local username and password authentication strategy for Passport.
passport-oauth,0,1,1,1,0,1,4,2,0,0,0,1,1,0,1996,40907,153085,425749,869812,1735282,391,12,1,0,108,47,6,28,9,0,8,0,0,0,0,1,2,1,0,1,0,0,1,1.0,0,Functions for hashing and verifying passwords in a passport-local strategy
passport-oauth2,0,1,1,1,0,1,4,4,1,1,1,1,3,0,18199,104584,404179,1093792,2188238,4091050,317,18,1,0,293,159,13,98,46,0,10,0,0,0,0,1,2,1,1,1,0,3,1,1.0,0,OAuth 1.0 and 2.0 authentication strategies for Passport.
passport-oauth2-client-password,0,0,1,1,0,1,4,1,0,1,1,1,1,0,3879,23610,105159,293068,584080,1140665,76,7,1,0,73,29,3,15,6,0,3,0,0,0,1,1,1,1,1,1,0,1,0,0.0,0,OAuth 2.0 authentication strategy for Passport.
passport-paypal-openidconnect,0,0,1,1,0,1,4,2,0,0,0,0,0,0,336,1504,5667,14338,33862,72377,3,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0.0,1,OAuth 2.0 client password authentication strategy for Passport.
passport-saml,0,0,1,1,1,4,4,7,1,2,9,9,9,0,562,23671,87465,249445,466091,744105,41,10,1,0,363,237,29,265,62,0,37,0,3,6,30,39,1,1,1,1,0,5,0,0.0,0,PayPal (OpenIDConnect) authentication strategy for Passport.
passport-strategy,0,1,1,1,0,1,4,0,1,1,1,1,1,0,54826,297726,1239524,3191966,6317598,11690211,320,8,1,0,52,16,4,13,10,0,2,0,0,0,0,1,2,1,0,1,0,3,1,1.0,0,SAML 2.0 authentication strategy for Passport
passport-twitter,0,1,1,1,0,1,4,2,0,0,0,0,0,0,4028,22750,92886,262596,545614,1097663,192,28,1,0,344,107,15,97,22,0,12,0,0,0,1,2,1,1,1,1,0,3,1,1.0,0,An abstract class implementing Passport's strategy API.
passport.socketio,0,1,1,1,0,2,4,1,0,0,0,0,3,0,1111,7216,32756,125310,284063,583656,34,2,1,0,586,83,20,143,32,0,19,0,0,0,0,0,1,1,1,1,0,1,0,0.0,0,Twitter authentication strategy for Passport.
password-generator,0,1,1,1,1,1,4,1,0,0,2,2,5,0,692,9821,36268,101480,207171,430056,39,9,1,1,284,29,12,21,0,0,6,0,0,0,3,5,1,1,1,1,0,4,0,0.0,1,access passport.js authenticated user information from socket.io
patel,0,0,1,0,1,1,4,5,0,0,0,0,14,0,2,77,551,1020,2367,5287,2,0,1,0,20,1,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0.0,1,"Memorable password generator. For the command line, Node.js and the browser."
path,0,0,1,1,0,3,4,2,0,0,0,0,0,0,66085,348310,1441726,3663532,7031535,13071797,2851,88,1,0,63,11,2,11,6,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,A Patrisika-based Example Language
path-browserify,0,0,1,1,0,1,4,0,0,0,0,0,0,0,116485,2431428,9348489,25598906,48808563,83210611,74,5,1,0,17,14,2,11,10,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,Node.JS path module
path-exists,0,1,1,1,0,1,4,0,0,1,1,1,2,1,348998,6820559,26427912,72048168,136903353,225648461,585,14,1,0,95,8,10,9,0,0,4,0,0,0,0,1,1,1,1,1,0,1,1,0.0,0,the path module from node core for browsers
path-is-absolute,0,1,1,1,0,1,4,0,0,0,0,1,2,1,980614,5313814,21932241,56324228,111886041,209100058,309,8,1,0,27,5,8,4,0,0,2,0,0,0,0,1,1,1,1,1,0,1,1,0.0,0,Check if a path exists
path-is-inside,0,1,1,1,0,1,4,0,0,0,0,1,2,1,0,2747025,13169641,34577467,65948226,110417927,90,4,1,0,25,4,2,6,1,0,3,0,0,0,0,0,1,1,1,1,0,0,1,0.0,0,Node.js 0.12 path.isAbsolute() ponyfill
path-match,0,1,1,1,0,5,4,2,0,0,0,1,1,1,5046,26575,116070,342789,657437,1051068,100,5,1,0,80,7,12,6,3,0,2,0,0,0,0,0,2,1,1,1,0,6,0,1.0,2,Tests whether one path is inside another path
path-to-regexp,0,1,1,1,1,5,4,0,1,1,2,3,11,1,1011448,5584939,23030022,59799622,113591092,188257363,1187,110,1,0,2401,130,40,141,10,0,13,0,4,4,9,14,2,1,1,1,1,6,1,1.0,0,wrapper around path-to-regexp for easy route parameters
path-type,0,1,1,1,1,1,4,1,0,0,0,2,3,1,1304731,7142652,28821782,70447924,127755437,196437226,39,2,1,0,34,5,8,2,0,0,3,0,0,0,0,3,1,1,1,1,0,1,1,0.0,0,Express style path to RegExp utility
pathval,0,1,1,1,0,1,4,0,0,0,1,1,5,1,132456,729845,2843603,6849595,12399649,17685751,33,2,1,0,37,7,8,56,5,0,7,0,0,0,0,0,2,1,1,1,1,5,1,1.0,0,"Check if a path is a file, directory, or symlink"
pathwatcher,0,1,1,0,1,8,4,9,0,0,0,7,18,0,0,1737,7794,19003,47585,114057,8,1,1,1,80,39,25,125,25,0,32,1,1,1,2,12,1,1,1,1,0,3,0,0.0,1,Object value retrieval given a string path
patrun,0,0,1,1,0,1,4,2,1,1,1,1,2,1,3319,17180,69619,170880,357405,757913,22,10,1,0,120,12,9,14,5,0,5,0,0,0,0,0,1,1,1,1,0,1,0,0.0,1,Watch files and directories for changes
patternfly,0,1,1,0,1,7,4,24,7,29,63,81,141,1,1461,22123,46176,92244,137705,195614,26,1,1,1,787,215,90,987,67,0,58,3,17,51,113,222,1,1,1,1,0,2,3,0.0,6,A fast pattern matcher on JavaScript object properties.
patternfly-bootstrap-combobox,0,1,1,0,0,2,4,0,0,0,0,0,2,0,1169,6360,27346,63732,111528,191485,9,0,1,0,2,3,13,3,1,1,23,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,"This reference implementation of PatternFly is based on [Bootstrap v3](http://getbootstrap.com/). Think of PatternFly as a ""skinned"" version of Bootstrap with additional components and customizations."
pause,0,0,1,0,0,3,4,0,0,0,0,0,0,1,115804,618429,2625959,7124030,14542038,28406143,40,2,1,0,22,5,1,10,0,0,3,0,0,0,0,0,1,1,1,1,1,4,0,1.0,0,This is a fork of danielfarrell/bootstrap-combobox v1.1.6 used for NPM packaging
paypal-ipn,0,1,1,1,0,1,4,0,0,0,0,0,1,0,90,662,4380,11929,30460,82990,1,5,1,0,122,31,10,22,8,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0.0,0,Pause a stream's data events
paypal-nvp-api,0,1,1,1,1,3,4,3,0,2,2,2,17,0,0,134,629,2416,4468,9845,1,0,1,0,11,8,1,23,0,0,4,0,0,2,2,2,0,1,1,1,0,2,1,0.98,0,Package for verifying Paypal IPN messages
paypal-rest-sdk,0,1,1,1,1,1,4,2,2,3,7,7,10,0,1593,7883,35488,94721,195849,374134,29,11,1,0,814,270,64,352,9,0,29,0,0,2,10,20,1,1,1,1,1,1,1,0.0,0,Node.js wrapper for the Paypal Name-Value Pair — NVP 
pbf,0,1,1,1,1,226,4,2,0,0,1,1,11,0,16678,84344,340519,800887,1506328,2417532,80,6,1,0,298,48,98,84,3,0,11,0,0,0,3,4,1,1,1,1,0,2,1,0.97,0,SDK for PayPal Rest APIs
pbkdf2-password,0,1,1,1,0,1,4,1,0,1,1,1,3,0,608,3588,12989,37688,71149,121737,6,3,1,0,14,1,5,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0.0,0,"a low-level, lightweight protocol buffers implementation in JavaScript"
pcm-convert,0,1,1,1,1,1,4,4,0,0,0,3,22,0,0,331,1131,3429,6941,10666,3,0,1,0,3,1,2,9,4,0,4,0,0,0,0,7,1,1,1,1,0,2,1,0.0,1,"Easy salt/password creation for Node.js, extracted from Mosca"
pdfkit,0,0,1,1,1,1,4,3,0,0,0,3,4,0,7349,38474,159643,398765,776640,1320686,116,75,1,1,3737,530,142,789,202,0,45,0,0,2,3,21,0,1,1,1,0,0,0,0.0,0,Convert pcm data from one format to another
pdfmake,0,0,1,1,1,4,4,3,2,3,5,11,16,0,667,18345,71276,183331,327761,522106,22,28,1,1,5503,881,237,1306,154,0,67,1,4,32,94,192,1,1,1,1,0,2,2,0.0,0,A PDF generation library for Node.js
pdfobject,0,1,1,1,0,1,4,0,0,0,0,0,7,0,381,2137,7499,21059,34829,68389,1,1,1,1,974,436,75,158,5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,Client/server side PDF printing in pure JavaScript
peardownloader,0,1,1,1,1,1,2,17,0,2,5,24,24,0,0,4,80,396,1324,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0.0,5,An open-source standards-friendly JavaScript utility for embedding PDF files into HTML documents
pegjs,0,0,1,1,0,2,4,0,0,5,5,5,6,1,13674,216925,882119,2438019,4780833,8715540,254,22,1,1,2679,318,92,565,68,0,22,0,3,67,94,119,1,1,1,1,1,2,1,0.9,0,"<h1 align=""center""> <img src=""fig/pear.png"" height=""110""></img> <br> <a href=""http://demo.webrtc.win/downloader"">PearDownloader.js</a> <br> <br> </h1>"
penthouse,0,1,1,1,1,2,4,5,6,20,37,63,87,1,380,13196,49809,124774,235537,391933,18,15,1,1,1738,92,40,245,18,0,21,15,20,50,153,276,1,1,1,1,0,2,1,0.0,2,Parser generator for JavaScript
percentage-regex,0,1,1,1,0,1,4,0,0,0,0,0,0,1,7,270,1150,3875,6982,12091,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,0.0,0,Generate critical path CSS for web pages
perdido,0,1,1,1,0,1,4,6,0,0,0,0,0,0,1,33,244,567,1424,2906,0,0,1,1,39,8,2,33,6,0,3,0,0,0,0,0,0,1,1,1,1,0,1,0.0,6,Regex to match a percentage value
performance-now,0,1,1,0,1,1,4,0,1,1,1,1,6,0,1154661,6384215,26744442,68897425,129243963,195428375,188,18,1,0,111,19,4,23,14,0,4,0,0,0,0,0,1,1,1,1,0,2,0,0.0,0,The Lost CSS grid reimagined to work with the JSS system
persist-path,0,1,1,1,1,1,4,0,0,0,0,2,5,0,233,1628,6870,18196,33821,45486,8,0,1,0,8,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0.0,0,Implements performance.now (based on process.hrtime).
pez,0,1,1,1,1,5,4,5,0,0,5,6,11,0,28240,161902,581733,1372670,2445735,4224672,5,0,1,0,22,9,11,19,0,0,4,0,0,0,9,11,1,1,1,1,0,3,0,0.0,0,Get OS-specific path to store persistent data
pg,0,1,1,1,1,1,4,8,0,1,2,28,46,0,68417,369877,1646547,4191801,7742395,13514085,1451,178,1,1,5841,702,166,1590,109,0,100,1,2,7,18,175,1,1,1,1,1,4,1,0.0,3,Multipart parser
pg-connection-string,0,1,1,1,1,1,4,0,0,0,0,2,2,0,65951,372179,1555440,3830868,7036293,12348315,69,0,1,0,18,16,6,19,10,0,6,0,0,0,0,4,1,1,1,1,0,3,0,0.0,0,PostgreSQL client - pure javascript & libpq with the same API
